z|0.5
z|0.5
,|0.5
,|0.5
/|0.5
/|0.5
,|0.5
n|0.5
n|0.5
b|0.5
b|0.5
c|0.5
c|0.5
z|1.0
,|0.5
,|0.5
n|0.5
n|0.5
b|0.5
b|0.5
c|0.5
,|0.5
,|0.5
n|0.5
n|0.5
b|0.5
b|0.5
c|0.5
z|0.5
z|0.5
,|0.5
,|0.5
/|0.5
/|0.5
,|0.5
n|0.5
n|0.5
b|0.5
b|0.5
c|0.5
c|0.5
z|0.5
